date,EST,TAM,value
10/02/2021,PED,PM10,31
11/02/2021,PED,PM10,27
12/02/2021,PED,PM10,22
13/02/2021,PED,PM10,32
14/02/2021,PED,PM10,24
15/02/2021,PED,PM10,0
16/02/2021,PED,PM10,0
17/02/2021,PED,PM10,32
18/02/2021,PED,PM10,33
19/02/2021,PED,PM10,61
20/02/2021,PED,PM10,44
21/02/2021,PED,PM10,42
22/02/2021,PED,PM10,57
23/02/2021,PED,PM10,50
24/02/2021,PED,PM10,39
25/02/2021,PED,PM10,40
26/02/2021,PED,PM10,51
27/02/2021,PED,PM10,50
28/02/2021,PED,PM10,46
01/03/2021,PED,PM10,60
02/03/2021,PED,PM10,0
03/03/2021,PED,PM10,52
04/03/2021,PED,PM10,46
05/03/2021,PED,PM10,43
06/03/2021,PED,PM10,48
07/03/2021,PED,PM10,34
08/03/2021,PED,PM10,44
09/03/2021,PED,PM10,38
10/03/2021,PED,PM10,31
11/03/2021,PED,PM10,39
12/03/2021,PED,PM10,42
13/03/2021,PED,PM10,53
14/03/2021,PED,PM10,40
15/03/2021,PED,PM10,37
16/03/2021,PED,PM10,33
17/03/2021,PED,PM10,37
18/03/2021,PED,PM10,37
19/03/2021,PED,PM10,45
20/03/2021,PED,PM10,44
21/03/2021,PED,PM10,33
22/03/2021,PED,PM10,28
23/03/2021,PED,PM10,32
24/03/2021,PED,PM10,35
25/03/2021,PED,PM10,34
26/03/2021,PED,PM10,47
27/03/2021,PED,PM10,53
28/03/2021,PED,PM10,81
29/03/2021,PED,PM10,34
30/03/2021,PED,PM10,48
31/03/2021,PED,PM10,43
01/04/2021,PED,PM10,24
02/04/2021,PED,PM10,16
03/04/2021,PED,PM10,24
04/04/2021,PED,PM10,25
05/04/2021,PED,PM10,29
06/04/2021,PED,PM10,28
07/04/2021,PED,PM10,24
08/04/2021,PED,PM10,32
09/04/2021,PED,PM10,34
10/04/2021,PED,PM10,34
11/04/2021,PED,PM10,32
12/04/2021,PED,PM10,39
13/04/2021,PED,PM10,42
14/04/2021,PED,PM10,40
15/04/2021,PED,PM10,30
16/04/2021,PED,PM10,40
17/04/2021,PED,PM10,44
18/04/2021,PED,PM10,39
19/04/2021,PED,PM10,37
20/04/2021,PED,PM10,45
21/04/2021,PED,PM10,70
22/04/2021,PED,PM10,54
23/04/2021,PED,PM10,59
24/04/2021,PED,PM10,63
25/04/2021,PED,PM10,52
26/04/2021,PED,PM10,51
27/04/2021,PED,PM10,51
28/04/2021,PED,PM10,49
29/04/2021,PED,PM10,40
30/04/2021,PED,PM10,50
01/05/2021,PED,PM10,45
02/05/2021,PED,PM10,39
03/05/2021,PED,PM10,29
04/05/2021,PED,PM10,0
05/05/2021,PED,PM10,0
06/05/2021,PED,PM10,0
07/05/2021,PED,PM10,26
08/05/2021,PED,PM10,30
09/05/2021,PED,PM10,34
10/05/2021,PED,PM10,23
11/05/2021,PED,PM10,27
12/05/2021,PED,PM10,21
13/05/2021,PED,PM10,14
14/05/2021,PED,PM10,12
15/05/2021,PED,PM10,23
16/05/2021,PED,PM10,15
17/05/2021,PED,PM10,18
18/05/2021,PED,PM10,23
19/05/2021,PED,PM10,22
20/05/2021,PED,PM10,22
21/05/2021,PED,PM10,29
22/05/2021,PED,PM10,28
23/05/2021,PED,PM10,35
24/05/2021,PED,PM10,19
25/05/2021,PED,PM10,23
26/05/2021,PED,PM10,30
27/05/2021,PED,PM10,0
28/05/2021,PED,PM10,31
29/05/2021,PED,PM10,38
30/05/2021,PED,PM10,26
31/05/2021,PED,PM10,31
01/06/2021,PED,PM10,35
02/06/2021,PED,PM10,16
03/06/2021,PED,PM10,18
04/06/2021,PED,PM10,21
05/06/2021,PED,PM10,27
06/06/2021,PED,PM10,21
07/06/2021,PED,PM10,25
08/06/2021,PED,PM10,26
09/06/2021,PED,PM10,35
10/06/2021,PED,PM10,19
11/06/2021,PED,PM10,20
12/06/2021,PED,PM10,21
13/06/2021,PED,PM10,17
14/06/2021,PED,PM10,10
15/06/2021,PED,PM10,14
16/06/2021,PED,PM10,17
17/06/2021,PED,PM10,13
18/06/2021,PED,PM10,10
19/06/2021,PED,PM10,5
20/06/2021,PED,PM10,9
21/06/2021,PED,PM10,23
22/06/2021,PED,PM10,24
23/06/2021,PED,PM10,12
24/06/2021,PED,PM10,19
25/06/2021,PED,PM10,13
26/06/2021,PED,PM10,8
27/06/2021,PED,PM10,5
28/06/2021,PED,PM10,8
29/06/2021,PED,PM10,13
30/06/2021,PED,PM10,19
01/07/2021,PED,PM10,16
02/07/2021,PED,PM10,13
03/07/2021,PED,PM10,11
04/07/2021,PED,PM10,20
05/07/2021,PED,PM10,27
06/07/2021,PED,PM10,27
07/07/2021,PED,PM10,38
08/07/2021,PED,PM10,23
09/07/2021,PED,PM10,11
10/07/2021,PED,PM10,22
11/07/2021,PED,PM10,28
12/07/2021,PED,PM10,33
13/07/2021,PED,PM10,29
14/07/2021,PED,PM10,24
15/07/2021,PED,PM10,20
16/07/2021,PED,PM10,24
17/07/2021,PED,PM10,36
18/07/2021,PED,PM10,21
19/07/2021,PED,PM10,18
20/07/2021,PED,PM10,22
21/07/2021,PED,PM10,24
22/07/2021,PED,PM10,19
23/07/2021,PED,PM10,35
24/07/2021,PED,PM10,41
25/07/2021,PED,PM10,20
26/07/2021,PED,PM10,18
27/07/2021,PED,PM10,20
28/07/2021,PED,PM10,25
29/07/2021,PED,PM10,23
30/07/2021,PED,PM10,12
31/07/2021,PED,PM10,20
